,symbol,ens_gene
18468,ABCA7,ENSG00000064687
18469,HMHA1,ENSG00000180448
18470,POLR2E,ENSG00000099817
18471,GPX4,ENSG00000167468
18472,SBNO2,ENSG00000064932
18473,STK11,ENSG00000118046
18474,C19orf26,ENSG00000099625
18475,ATP5D,ENSG00000099624
18476,MIDN,ENSG00000167470
18477,CIRBP,ENSG00000099622
18478,CIRBP-AS1,ENSG00000267493
18479,C19orf24,ENSG00000228300
18480,MUM1,ENSG00000160953
18481,EFNA2,ENSG00000099617
18482,NDUFS7,ENSG00000115286
18483,AC005329.7,ENSG00000248015
18484,GAMT,ENSG00000130005
18485,DAZAP1,ENSG00000071626
18486,RPS15,ENSG00000115268
18487,AC027307.3,ENSG00000268798
18488,APC2,ENSG00000115266
18489,C19orf25,ENSG00000119559
18490,PCSK4,ENSG00000115257
18491,REEP6,ENSG00000115255
18492,ADAMTSL5,ENSG00000185761
18493,MEX3D,ENSG00000181588
18494,AC005943.5,ENSG00000267161
18495,MBD3,ENSG00000071655
18496,UQCR11-1,ENSG00000127540
18497,TCF3,ENSG00000071564
18498,AC005256.1,ENSG00000267073
18499,ONECUT3,ENSG00000205922
18500,ATP8B3,ENSG00000130270
18501,CTB-31O20.3,ENSG00000267007
18502,REXO1,ENSG00000079313
18503,KLF16,ENSG00000129911
18504,CTB-31O20.2,ENSG00000261526
18505,ABHD17A,ENSG00000129968
18506,SCAMP4,ENSG00000227500
18507,ADAT3,ENSG00000213638
18508,CSNK1G2,ENSG00000133275
18509,BTBD2,ENSG00000133243
18510,AC005306.3,ENSG00000267283
18511,MKNK2,ENSG00000099875
18512,MOB3A,ENSG00000172081
18513,IZUMO4,ENSG00000099840
18514,AP3D1,ENSG00000065000
18515,DOT1L,ENSG00000104885
18516,PLEKHJ1,ENSG00000104886
18517,SF3A2,ENSG00000104897
18518,AMH,ENSG00000104899
18519,JSRP1,ENSG00000167476
18520,OAZ1,ENSG00000104904
18521,LSM7,ENSG00000130332
18522,TMPRSS9,ENSG00000178297
18523,TIMM13,ENSG00000099800
18524,LMNB2,ENSG00000176619
18525,GADD45B,ENSG00000099860
18526,GNG7,ENSG00000176533
18527,CTC-265F19.3,ENSG00000267214
18528,DIRAS1,ENSG00000176490
18529,SLC39A3,ENSG00000141873
18530,SGTA,ENSG00000104969
18531,THOP1,ENSG00000172009
18532,ZNF554,ENSG00000172006
18533,ZNF555,ENSG00000186300
18534,ZNF556,ENSG00000172000
18535,ZNF57,ENSG00000171970
18536,AC006277.2,ENSG00000253392
18537,ZNF77,ENSG00000175691
18538,TLE6,ENSG00000104953
18539,TLE2,ENSG00000065717
18540,AC005944.2,ENSG00000267469
18541,AES,ENSG00000104964
18542,GNA11,ENSG00000088256
18543,GNA15,ENSG00000060558
18544,S1PR4,ENSG00000125910
18545,NCLN,ENSG00000125912
18546,CELF5,ENSG00000161082
18547,NFIC,ENSG00000141905
18548,C19orf77,ENSG00000095932
18549,DOHH,ENSG00000129932
18550,FZR1,ENSG00000105325
18551,MFSD12,ENSG00000161091
18552,AC005786.7,ENSG00000267436
18553,AC005786.5,ENSG00000267231
18554,HMG20B,ENSG00000064961
18555,GIPC3,ENSG00000179855
18556,TBXA2R,ENSG00000006638
18557,CACTIN,ENSG00000105298
18558,PIP5K1C,ENSG00000186111
18559,TJP3,ENSG00000105289
18560,APBA3,ENSG00000011132
18561,MRPL54,ENSG00000183617
18562,MATK,ENSG00000007264
18563,ZFR2,ENSG00000105278
18564,ATCAY,ENSG00000167654
18565,DAPK3,ENSG00000167657
18566,EEF2,ENSG00000167658
18567,PIAS4,ENSG00000105229
18568,AC016586.1,ENSG00000205147
18569,ZBTB7A,ENSG00000178951
18570,MAP2K2,ENSG00000126934
18571,CREB3L3,ENSG00000060566
18572,SIRT6,ENSG00000077463
18573,ANKRD24,ENSG00000089847
18574,EBI3,ENSG00000105246
18575,CCDC94,ENSG00000105248
18576,STAP2,ENSG00000178078
18577,MPND,ENSG00000008382
18578,AC007292.3,ENSG00000269318
18579,SH3GL1,ENSG00000141985
18580,AC007292.6,ENSG00000267980
18581,CHAF1A,ENSG00000167670
18582,UBXN6,ENSG00000167671
18583,CTB-50L17.16,ENSG00000267011
18584,HDGFRP2,ENSG00000167674
18585,PLIN4,ENSG00000167676
18586,PLIN5,ENSG00000214456
18587,CTB-50L17.14,ENSG00000267385
18588,LRG1,ENSG00000171236
18589,SEMA6B,ENSG00000167680
18590,TNFAIP8L1,ENSG00000185361
18591,C19orf10,ENSG00000074842
18592,AC005339.2,ENSG00000268565
18593,DPP9,ENSG00000142002
18594,MIR7-3HG,ENSG00000176840
18595,AC005523.3,ENSG00000268536
18596,FEM1A,ENSG00000141965
18597,AC005523.2,ENSG00000269604
18598,TICAM1,ENSG00000127666
18599,CTC-518P12.6,ENSG00000267484
18600,PLIN3,ENSG00000105355
18601,KDM4B,ENSG00000127663
18602,PTPRS,ENSG00000105426
18603,TINCR,ENSG00000223573
18604,SAFB2,ENSG00000130254
18605,SAFB,ENSG00000160633
18606,RPL36,ENSG00000130255
18607,C19orf70,ENSG00000174917
18608,HSD11B1L,ENSG00000167733
18609,LONP1,ENSG00000196365
18610,CATSPERD,ENSG00000174898
18611,PRR22,ENSG00000212123
18612,DUS3L,ENSG00000141994
18613,NRTN,ENSG00000171119
18614,FUT6,ENSG00000156413
18615,FUT3,ENSG00000171124
18616,AC024592.12,ENSG00000267740
18617,NDUFA11,ENSG00000174886
18618,VMAC,ENSG00000187650
18619,AC104532.4,ENSG00000267571
18620,CAPS,ENSG00000105519
18621,RANBP3,ENSG00000031823
18622,RFX2,ENSG00000087903
18623,CTC-232P5.3,ENSG00000267262
18624,CTC-503J8.6,ENSG00000267427
18625,MLLT1,ENSG00000130382
18626,CTC-503J8.4,ENSG00000267563
18627,CLPP,ENSG00000125656
18628,ALKBH7,ENSG00000125652
18629,PSPN,ENSG00000125650
18630,GTF2F1,ENSG00000125651
18631,KHSRP,ENSG00000088247
18632,SLC25A41,ENSG00000181240
18633,SLC25A23,ENSG00000125648
18634,CRB3,ENSG00000130545
18635,DENND1C,ENSG00000205744
18636,TUBB4A,ENSG00000104833
18637,TNFSF9,ENSG00000125657
18638,CD70,ENSG00000125726
18639,TNFSF14,ENSG00000125735
18640,C3,ENSG00000125730
18641,GPR108,ENSG00000125734
18642,TRIP10,ENSG00000125733
18643,CTD-3128G10.6,ENSG00000269680
18644,SH2D3A,ENSG00000125731
18645,VAV1,ENSG00000141968
18646,ZNF557,ENSG00000130544
18647,INSR,ENSG00000171105
18648,CTB-133G6.2,ENSG00000267852
18649,ARHGEF18,ENSG00000104880
18650,PEX11G,ENSG00000104883
18651,C19orf45,ENSG00000198723
18652,ZNF358,ENSG00000198816
18653,MCOLN1,ENSG00000090674
18654,PNPLA6,ENSG00000032444
18655,CAMSAP3,ENSG00000076826
18656,XAB2,ENSG00000076924
18657,PET100,ENSG00000229833
18658,PCP2,ENSG00000174788
18659,STXBP2,ENSG00000076944
18660,TRAPPC5,ENSG00000181029
18661,EVI5L,ENSG00000142459
18662,CTD-3193O13.9,ENSG00000183248
18663,LRRC8E,ENSG00000171017
18664,AC010336.1,ENSG00000214248
18665,MAP2K7,ENSG00000076984
18666,TGFBR3L,ENSG00000260001
18667,CTD-3193O13.1,ENSG00000260500
18668,SNAPC2,ENSG00000104976
18669,CTXN1,ENSG00000178531
18670,TIMM44,ENSG00000104980
18671,ELAVL1,ENSG00000066044
18672,CTD-2325M2.1,ENSG00000267939
18673,CERS4,ENSG00000090661
18674,CD320,ENSG00000167775
18675,NDUFA7-1,ENSG00000267855
18676,RPS28,ENSG00000233927
18677,KANK3,ENSG00000186994
18678,ANGPTL4,ENSG00000167772
18679,RAB11B-AS1,ENSG00000269386
18680,RAB11B,ENSG00000185236
18681,2-Mar,ENSG00000099785
18682,HNRNPM,ENSG00000099783
18683,PRAM1,ENSG00000133246
18684,ZNF414,ENSG00000133250
18685,MYO1F,ENSG00000142347
18686,ADAMTS10,ENSG00000142303
18687,ZNF558,ENSG00000167785
18688,MUC16,ENSG00000181143
18689,ZNF317,ENSG00000130803
18690,OR7D2,ENSG00000188000
18691,CTC-325H20.4,ENSG00000267510
18692,ZNF699,ENSG00000196110
18693,ZNF559,ENSG00000188321
18694,ZNF559-ZNF177,ENSG00000270011
18695,ZNF177,ENSG00000188629
18696,ZNF266,ENSG00000174652
18697,ZNF426,ENSG00000130818
18698,ZNF121,ENSG00000197961
18699,ZNF561,ENSG00000171469
18700,C19orf82,ENSG00000267106
18701,ZNF562,ENSG00000171466
18702,ZNF812,ENSG00000224689
18703,ZNF846,ENSG00000196605
18704,FBXL12,ENSG00000127452
18705,UBL5,ENSG00000198258
18706,CTD-2623N2.11,ENSG00000267289
18707,PIN1,ENSG00000127445
18708,OLFM2,ENSG00000105088
18709,COL5A3,ENSG00000080573
18710,RDH8,ENSG00000080511
18711,C19orf66,ENSG00000130813
18712,ANGPTL6,ENSG00000130812
18713,PPAN,ENSG00000130810
18714,P2RY11,ENSG00000244165
18715,EIF3G,ENSG00000130811
18716,DNMT1,ENSG00000130816
18717,CTD-2369P2.2,ENSG00000175898
18718,S1PR2,ENSG00000267534
18719,MRPL4,ENSG00000105364
18720,ICAM1,ENSG00000090339
18721,CTD-2369P2.8,ENSG00000267607
18722,ICAM4,ENSG00000105371
18723,ICAM5,ENSG00000105376
18724,ZGLP1,ENSG00000220201
18725,FDX1L,ENSG00000267673
18726,RAVER1,ENSG00000161847
18727,ICAM3,ENSG00000076662
18728,TYK2,ENSG00000105397
18729,CDC37,ENSG00000105401
18730,PDE4A,ENSG00000065989
18731,KEAP1,ENSG00000079999
18732,S1PR5,ENSG00000180739
18733,ATG4D,ENSG00000130734
18734,KRI1,ENSG00000129347
18735,CDKN2D,ENSG00000129355
18736,AP1M2,ENSG00000129354
18737,SLC44A2,ENSG00000129353
18738,ILF3-AS1,ENSG00000267100
18739,ILF3,ENSG00000129351
18740,QTRT1,ENSG00000213339
18741,DNM2,ENSG00000079805
18742,TMED1,ENSG00000099203
18743,C19orf38,ENSG00000214212
18744,CARM1,ENSG00000142453
18745,YIPF2,ENSG00000130733
18746,C19orf52,ENSG00000142444
18747,SMARCA4,ENSG00000127616
18748,LDLR,ENSG00000130164
18749,SPC24,ENSG00000161888
18750,KANK2,ENSG00000197256
18751,DOCK6,ENSG00000130158
18752,CTC-510F12.2,ENSG00000267082
18753,C19orf80,ENSG00000130173
18754,RAB3D,ENSG00000105514
18755,TMEM205,ENSG00000105518
18756,CCDC159,ENSG00000183401
18757,DKFZP761J1410,ENSG00000105520
18758,CTD-2342J14.6,ENSG00000267277
18759,SWSAP1,ENSG00000173928
18760,EPOR,ENSG00000187266
18761,RGL3,ENSG00000205517
18762,CCDC151,ENSG00000198003
18763,PRKCSH,ENSG00000130175
18764,ELAVL3,ENSG00000196361
18765,ZNF653,ENSG00000161914
18766,ECSIT,ENSG00000130159
18767,CNN1,ENSG00000130176
18768,ELOF1,ENSG00000130165
18769,ZNF627,ENSG00000198551
18770,ACP5,ENSG00000102575
18771,ZNF833P,ENSG00000197332
18772,ZNF823,ENSG00000197933
18773,ZNF441,ENSG00000197044
18774,ZNF491,ENSG00000177599
18775,ZNF440,ENSG00000171295
18776,ZNF439,ENSG00000171291
18777,ZNF69,ENSG00000198429
18778,ZNF700,ENSG00000196757
18779,ZNF763,ENSG00000197054
18780,ZNF433,ENSG00000197647
18781,ZNF878,ENSG00000257446
18782,ZNF844,ENSG00000223547
18783,ZNF788,ENSG00000214189
18784,ZNF20,ENSG00000132010
18785,ZNF625,ENSG00000257591
18786,ZNF136,ENSG00000196646
18787,CTD-2666L21.1,ENSG00000234773
18788,ZNF44,ENSG00000197857
18789,ZNF563,ENSG00000188868
18790,CTD-3105H18.13,ENSG00000261280
18791,ZNF442,ENSG00000198342
18792,CTD-3105H18.14,ENSG00000268744
18793,ZNF799,ENSG00000196466
18794,ZNF443,ENSG00000180855
18795,ZNF709,ENSG00000242852
18796,ZNF564,ENSG00000249709
18797,CTD-2192J16.11,ENSG00000230310
18798,ZNF490,ENSG00000188033
18799,ZNF791,ENSG00000173875
18800,CTD-2192J16.22,ENSG00000269242
18801,MAN2B1,ENSG00000104774
18802,WDR83,ENSG00000123154
18803,WDR83OS,ENSG00000105583
18804,DHPS,ENSG00000095059
18805,CTD-2192J16.26,ENSG00000268945
18806,FBXW9,ENSG00000132004
18807,TNPO2,ENSG00000105576
18808,C19orf43,ENSG00000123144
18809,ASNA1,ENSG00000198356
18810,BEST2,ENSG00000039987
18811,HOOK2,ENSG00000095066
18812,JUNB,ENSG00000171223
18813,PRDX2,ENSG00000167815
18814,CTD-2659N19.10,ENSG00000267062
18815,RNASEH2A,ENSG00000104889
18816,RTBDN,ENSG00000132026
18817,CTD-2265O21.3,ENSG00000267424
18818,MAST1,ENSG00000105613
18819,DNASE2,ENSG00000105612
18820,KLF1,ENSG00000105610
18821,GCDH,ENSG00000105607
18822,SYCE2,ENSG00000161860
18823,FARSA,ENSG00000179115
18824,CALR,ENSG00000179218
18825,CTC-425F1.4,ENSG00000267458
18826,RAD23A,ENSG00000179262
18827,GADD45GIP1,ENSG00000179271
18828,DAND5,ENSG00000179284
18829,NFIX,ENSG00000008441
18830,LYL1,ENSG00000104903
18831,TRMT1,ENSG00000104907
18832,NACC1,ENSG00000160877
18833,STX10,ENSG00000104915
18834,IER2,ENSG00000160888
18835,CTC-250I14.6,ENSG00000267598
18836,CACNA1A,ENSG00000141837
18837,CCDC130,ENSG00000104957
18838,MRI1,ENSG00000037757
18839,CTB-5E10.3,ENSG00000267633
18840,C19orf53,ENSG00000104979
18841,ZSWIM4,ENSG00000132003
18842,MIR24-2,ENSG00000267519
18843,NANOS3,ENSG00000187556
18844,C19orf57,ENSG00000132016
18845,CC2D1A,ENSG00000132024
18846,PODNL1,ENSG00000132000
18847,DCAF15,ENSG00000132017
18848,RFX1,ENSG00000132005
18849,IL27RA,ENSG00000104998
18850,PALM3,ENSG00000187867
18851,hsa-mir-1199,ENSG00000141854
18852,C19orf67,ENSG00000188032
18853,SAMD1,ENSG00000141858
18854,PRKACA,ENSG00000072062
18855,CTB-55O6.10,ENSG00000267783
18856,ASF1B,ENSG00000105011
18857,CTB-55O6.12,ENSG00000267169
18858,LPHN1,ENSG00000072071
18859,CD97,ENSG00000123146
18860,DDX39A,ENSG00000123136
18861,PKN1,ENSG00000123143
18862,PTGER1,ENSG00000160951
18863,GIPC1,ENSG00000123159
18864,DNAJB1,ENSG00000132002
18865,TECR,ENSG00000099797
18866,NDUFB7,ENSG00000099795
18867,ZNF333,ENSG00000160961
18868,EMR2,ENSG00000127507
18869,SLC1A6,ENSG00000105143
18870,SYDE1,ENSG00000105137
18871,ILVBL,ENSG00000105135
18872,AC003956.1,ENSG00000268564
18873,NOTCH3,ENSG00000074181
18874,AC004257.1,ENSG00000269635
18875,EPHX3,ENSG00000105131
18876,AC004257.3,ENSG00000270143
18877,BRD4,ENSG00000141867
18878,AKAP8,ENSG00000105127
18879,AKAP8L,ENSG00000011243
18880,WIZ,ENSG00000011451
18881,RASAL3,ENSG00000105122
18882,CYP4F3,ENSG00000186529
18883,CYP4F12,ENSG00000186204
18884,LLNLR-249E10.1,ENSG00000268673
18885,AC004510.3,ENSG00000267308
18886,CYP4F11,ENSG00000171903
18887,TPM4,ENSG00000167460
18888,RAB8A,ENSG00000167461
18889,CTD-2231E14.8,ENSG00000269243
18890,HSH2D,ENSG00000196684
18891,FAM32A,ENSG00000105058
18892,CTD-2562J15.4,ENSG00000267033
18893,AP1M1,ENSG00000072958
18894,KLF2,ENSG00000127528
18895,EPS15L1,ENSG00000127527
18896,C19orf44,ENSG00000105072
18897,CHERP,ENSG00000085872
18898,CTD-3222D19.7,ENSG00000269399
18899,SLC35E1,ENSG00000127526
18900,MED26,ENSG00000105085
18901,CTC-429P9.1,ENSG00000269427
18902,SMIM7,ENSG00000214046
18903,TMEM38A,ENSG00000072954
18904,NWD1,ENSG00000188039
18905,SIN3B,ENSG00000127511
18906,F2RL3,ENSG00000127533
18907,CPAMD8,ENSG00000160111
18908,HAUS8,ENSG00000131351
18909,MYO9B,ENSG00000099331
18910,USE1,ENSG00000053501
18911,OCEL1,ENSG00000099330
18912,NR2F6,ENSG00000160113
18913,USHBP1,ENSG00000130307
18914,BABAM1,ENSG00000105393
18915,ANKLE1,ENSG00000160117
18916,ABHD8,ENSG00000127220
18917,MRPL34,ENSG00000130312
18918,DDA1,ENSG00000130311
18919,ANO8,ENSG00000074855
18920,GTPBP3,ENSG00000130299
18921,PLVAP,ENSG00000130300
18922,BST2,ENSG00000130303
18923,CTD-2521M24.9,ENSG00000269640
18924,MVB12A,ENSG00000141971
18925,TMEM221,ENSG00000188051
18926,SLC27A1,ENSG00000130304
18927,CTD-3131K8.2,ENSG00000269439
18928,PGLS,ENSG00000130313
18929,FAM129C,ENSG00000167483
18930,COLGALT1,ENSG00000130309
18931,UNC13A,ENSG00000130477
18932,MAP1S,ENSG00000130479
18933,FCHO1,ENSG00000130475
18934,B3GNT3,ENSG00000179913
18935,JAK3,ENSG00000105639
18936,RPL18A,ENSG00000105640
18937,SLC5A5,ENSG00000105641
18938,CCDC124,ENSG00000007080
18939,KCNN1,ENSG00000105642
18940,ARRDC2,ENSG00000105643
18941,MAST3,ENSG00000099308
18942,AC007192.6,ENSG00000269145
18943,PIK3R2,ENSG00000105647
18944,IFI30,ENSG00000216490
18945,MPV17L2,ENSG00000254858
18946,RAB3A,ENSG00000105649
18947,AC068499.10,ENSG00000268650
18948,PDE4C,ENSG00000105650
18949,KIAA1683,ENSG00000130518
18950,JUND,ENSG00000130522
18951,LSM4,ENSG00000130520
18952,PGPEP1,ENSG00000130517
18953,GDF15,ENSG00000130513
18954,LRRC25,ENSG00000175489
18955,SSBP4,ENSG00000130511
18956,ISYNA1,ENSG00000105655
18957,ELL,ENSG00000105656
18958,FKBP8,ENSG00000105701
18959,KXD1,ENSG00000105700
18960,AC005253.2,ENSG00000268030
18961,UBA52,ENSG00000221983
18962,CRLF1,ENSG00000006016
18963,C19orf60,ENSG00000006015
18964,TMEM59L,ENSG00000105696
18965,KLHL26,ENSG00000167487
18966,CRTC1,ENSG00000105662
18967,COMP,ENSG00000105664
18968,UPF1,ENSG00000005007
18969,CERS1,ENSG00000223802
18970,COPE,ENSG00000105669
18971,DDX49,ENSG00000105671
18972,HOMER3,ENSG00000051128
18973,AC005932.1,ENSG00000269019
18974,SUGP2,ENSG00000064607
18975,AC004447.2,ENSG00000269131
18976,ARMC6,ENSG00000105676
18977,SLC25A42,ENSG00000181035
18978,TMEM161A,ENSG00000064545
18979,MEF2BNB-MEF2B,ENSG00000064489
18980,MEF2BNB,ENSG00000254901
18981,RFXANK,ENSG00000064490
18982,NR2C2AP,ENSG00000184162
18983,NCAN,ENSG00000130287
18984,HAPLN4,ENSG00000187664
18985,TM6SF2,ENSG00000213996
18986,SUGP1,ENSG00000105705
18987,MAU2,ENSG00000129933
18988,GATAD2A,ENSG00000167491
18989,TSSK6,ENSG00000178093
18990,NDUFA13,ENSG00000186010
18991,YJEFN3,ENSG00000250067
18992,CILP2,ENSG00000160161
18993,PBX4,ENSG00000105717
18994,LPAR2,ENSG00000064547
18995,GMIP,ENSG00000089639
18996,ATP13A1,ENSG00000105726
18997,ZNF101,ENSG00000181896
18998,ZNF14,ENSG00000105708
18999,LINC00663,ENSG00000266904
19000,ZNF506,ENSG00000081665
19001,ZNF253,ENSG00000256771
19002,ZNF93,ENSG00000184635
19003,ZNF682,ENSG00000197124
19004,ZNF90,ENSG00000213988
19005,CTC-260E6.6,ENSG00000267383
19006,ZNF486,ENSG00000256229
19007,ZNF737,ENSG00000237440
19008,ZNF626,ENSG00000188171
19009,CTD-2626G11.2,ENSG00000268416
19010,ZNF66,ENSG00000160229
19011,ZNF85,ENSG00000105750
19012,ZNF430,ENSG00000118620
19013,ZNF714,ENSG00000160352
19014,ZNF431,ENSG00000196705
19015,ZNF708,ENSG00000182141
19016,ZNF738,ENSG00000172687
19017,ZNF493,ENSG00000196268
19018,LINC00664,ENSG00000268658
19019,ZNF429,ENSG00000197013
19020,RP11-678G14.2,ENSG00000268081
19021,RP11-678G14.3,ENSG00000268555
19022,RP11-678G14.4,ENSG00000268240
19023,ZNF100,ENSG00000197020
19024,ZNF43,ENSG00000198521
19025,ZNF208,ENSG00000160321
19026,ZNF257,ENSG00000197134
19027,ZNF676,ENSG00000196109
19028,ZNF98,ENSG00000197360
19029,AC025811.3,ENSG00000270947
19030,CTC-457E21.2,ENSG00000269364
19031,ZNF492,ENSG00000229676
19032,ZNF728,ENSG00000269067
19033,ZNF730,ENSG00000183850
19034,ZNF724P,ENSG00000196081
19035,RP11-15H20.7,ENSG00000269107
19036,ZNF91,ENSG00000167232
19037,CTB-175P5.4,ENSG00000269416
19038,ZNF675,ENSG00000197372
19039,ZNF681,ENSG00000196172
19040,RPSAP58,ENSG00000205246
19041,ZNF726,ENSG00000213967
19042,CTD-2017D11.1,ENSG00000268362
19043,ZNF254,ENSG00000213096
19044,LINC00662,ENSG00000261824
19045,CTC-459F4.1,ENSG00000261770
19046,CTC-459F4.3,ENSG00000267575
19047,AC005307.1,ENSG00000260725
19048,AC005307.3,ENSG00000267243
19049,AC005616.2,ENSG00000267423
19050,AC079466.1,ENSG00000266976
19051,UQCRFS1,ENSG00000169021
19052,CTB-32O4.2,ENSG00000267498
19053,POP4,ENSG00000105171
19054,PLEKHF1,ENSG00000166289
19055,C19orf12,ENSG00000131943
19056,CCNE1,ENSG00000105173
19057,URI1,ENSG00000105176
19058,TSHZ3,ENSG00000121297
19059,ZNF507,ENSG00000168813
19060,AC007773.2,ENSG00000267213
19061,DPY19L3,ENSG00000178904
19062,PDCD5,ENSG00000105185
19063,ANKRD27,ENSG00000105186
19064,RGS9BP,ENSG00000186326
19065,CTD-2538C1.2,ENSG00000267475
19066,NUDT19,ENSG00000213965
19067,TDRD12,ENSG00000173809
19068,SLC7A9,ENSG00000021488
19069,CTD-2085J24.4,ENSG00000266930
19070,CEP89,ENSG00000121289
19071,C19orf40,ENSG00000131944
19072,RHPN2,ENSG00000131941
19073,GPATCH1,ENSG00000076650
19074,LRP3,ENSG00000130881
19075,CEBPA,ENSG00000245848
19076,CEBPA-AS1,ENSG00000267296
19077,CEBPG,ENSG00000153879
19078,PEPD,ENSG00000124299
19079,CHST8,ENSG00000124302
19080,KCTD15,ENSG00000153885
19081,LSM14A,ENSG00000257103
19082,KIAA0355,ENSG00000166398
19083,AC010504.2,ENSG00000267219
19084,GPI,ENSG00000105220
19085,PDCD2L,ENSG00000126249
19086,CTD-2588C8.8,ENSG00000267024
19087,UBA2,ENSG00000126261
19088,WTIP,ENSG00000142279
19089,SCGB1B2P,ENSG00000268751
19090,SCGB2B2,ENSG00000205209
19091,ZNF302,ENSG00000089335
19092,ZNF181,ENSG00000197841
19093,ZNF599,ENSG00000153896
19094,CTC-523E23.1,ENSG00000261754
19095,CTC-523E23.11,ENSG00000271109
19096,CTC-523E23.8,ENSG00000270876
19097,ZNF30,ENSG00000168661
19098,ZNF792,ENSG00000180884
19099,GRAMD1A,ENSG00000089351
19100,CTD-2527I21.7,ENSG00000269303
19101,SCN1B,ENSG00000105711
19102,HPN,ENSG00000105707
19103,AC020907.1,ENSG00000179066
19104,FXYD3,ENSG00000089356
19105,LGI4,ENSG00000153902
19106,FXYD1,ENSG00000266964
19107,FXYD7,ENSG00000221946
19108,FXYD5,ENSG00000089327
19109,FAM187B,ENSG00000177558
19110,LSR,ENSG00000105699
19111,USF2,ENSG00000105698
19112,HAMP,ENSG00000105697
19113,MAG,ENSG00000105695
19114,CD22,ENSG00000012124
19115,FFAR1,ENSG00000126266
19116,FFAR3,ENSG00000185897
19117,GPR42,ENSG00000126251
19118,AC002511.2,ENSG00000233214
19119,AC002511.3,ENSG00000232680
19120,FFAR2,ENSG00000126262
19121,KRTDAP,ENSG00000188508
19122,DMKN,ENSG00000161249
19123,SBSN,ENSG00000189001
19124,GAPDHS,ENSG00000105679
19125,AD000090.2,ENSG00000236144
19126,TMEM147,ENSG00000105677
19127,ATP4A,ENSG00000105675
19128,HAUS5,ENSG00000249115
19129,RBM42,ENSG00000126254
19130,ETV2,ENSG00000105672
19131,COX6B1,ENSG00000126267
19132,UPK1A,ENSG00000105668
19133,KMT2B,ENSG00000272333
19134,IGFLR1,ENSG00000126246
19135,U2AF1L4,ENSG00000161265
19136,PSENEN,ENSG00000205155
19137,AC002398.11,ENSG00000267439
19138,LIN37,ENSG00000267796
19139,AC002398.12,ENSG00000267328
19140,HSPB6,ENSG00000004776
19141,C19orf55,ENSG00000167595
19142,ARHGAP33,ENSG00000004777
19143,AC002398.5,ENSG00000225872
19144,PRODH2,ENSG00000250799
19145,NPHS1,ENSG00000161270
19146,KIRREL2,ENSG00000126259
19147,APLP1,ENSG00000105290
19148,NFKBID,ENSG00000167604
19149,HCST,ENSG00000126264
19150,TYROBP,ENSG00000011600
19151,LRFN3,ENSG00000126243
19152,AF038458.5,ENSG00000267388
19153,SDHAF1,ENSG00000205138
19154,SYNE4,ENSG00000181392
19155,ALKBH6,ENSG00000239382
19156,AC002116.7,ENSG00000267698
19157,CLIP3,ENSG00000105270
19158,THAP8,ENSG00000161277
19159,WDR62,ENSG00000075702
19160,POLR2I,ENSG00000105258
19161,TBCB,ENSG00000105254
19162,CAPNS1,ENSG00000126247
19163,COX7A1,ENSG00000161281
19164,ZNF565,ENSG00000196357
19165,ZNF146,ENSG00000167635
19166,CTD-3162L10.1,ENSG00000267053
19167,LINC00665,ENSG00000232677
19168,ZFP14,ENSG00000142065
19169,ZFP82,ENSG00000181007
19170,ZNF566,ENSG00000186017
19171,CTD-2630F21.1,ENSG00000267309
19172,ZNF260,ENSG00000254004
19173,ZNF529,ENSG00000186020
19174,AC092295.7,ENSG00000233527
19175,ZNF382,ENSG00000161298
19176,CTD-3234P18.2,ENSG00000266935
19177,ZNF461,ENSG00000197808
19178,AC074138.3,ENSG00000225975
19179,ZNF567,ENSG00000189042
19180,ZNF850,ENSG00000267041
19181,CTD-2162K18.4,ENSG00000267260
19182,CTD-2162K18.3,ENSG00000267353
19183,CTD-2162K18.5,ENSG00000267254
19184,ZNF790,ENSG00000197863
19185,ZNF345,ENSG00000251247
19186,ZNF829,ENSG00000185869
19187,ZNF568,ENSG00000198453
19188,ZNF420,ENSG00000197050
19189,CTC-454I21.3,ENSG00000267360
19190,ZNF585A,ENSG00000196967
19191,ZNF585B,ENSG00000245680
19192,ZNF383,ENSG00000188283
19193,AC012309.5,ENSG00000226686
19194,CTD-3220F14.1,ENSG00000267605
19195,HKR1,ENSG00000181666
19196,ZNF527,ENSG00000189164
19197,ZNF569,ENSG00000196437
19198,ZNF570,ENSG00000171827
19199,CTD-2086O20.3,ENSG00000267381
19200,CTD-3064H18.1,ENSG00000266916
19201,CTD-3064H18.2,ENSG00000267115
19202,ZNF793,ENSG00000188227
19203,ZNF571-AS1,ENSG00000267470
19204,ZNF540,ENSG00000171817
19205,ZNF571,ENSG00000180479
19206,ZFP30,ENSG00000120784
19207,ZNF781,ENSG00000196381
19208,ZNF607,ENSG00000198182
19209,CTD-2528L19.6,ENSG00000267152
19210,ZNF573,ENSG00000189144
19211,CTD-2554C21.2,ENSG00000267640
19212,CTD-2554C21.3,ENSG00000229481
19213,WDR87,ENSG00000171804
19214,SIPA1L3,ENSG00000105738
19215,DPF1,ENSG00000011332
19216,SPINT2,ENSG00000167642
19217,PPP1R14A,ENSG00000167641
19218,CTB-102L5.4,ENSG00000267748
19219,C19orf33,ENSG00000167644
19220,YIF1B,ENSG00000167645
19221,KCNK6,ENSG00000099337
